Var,Factor,pd_value
10.0,12.0,0.71
10.0,13.0,1.0
10.0,14.0,0.652
10.0,15.0,0.962
10.0,16.0,0.844
10.0,17.0,0.666
10.0,18.0,0.98
10.0,19.0,0.944
10.0,20.0,1.0
10.0,21.0,1.0
11.0,0.0,0.988
11.0,1.0,1.0
11.0,2.0,1.0
11.0,3.0,1.0
11.0,4.0,0.93
11.0,5.0,0.464
11.0,6.0,0.966
11.0,7.0,0.932
11.0,8.0,1.0
11.0,9.0,0.586
11.0,10.0,0.566
11.0,11.0,1.0
11.0,12.0,0.748
11.0,13.0,1.0
11.0,14.0,0.648
11.0,15.0,0.946
11.0,16.0,0.858
11.0,17.0,0.668
11.0,18.0,0.974
11.0,19.0,0.962
11.0,20.0,1.0
11.0,21.0,1.0
12.0,0.0,0.976
12.0,1.0,1.0
12.0,2.0,1.0
12.0,3.0,1.0
12.0,4.0,0.926
12.0,5.0,0.416
12.0,6.0,0.98
12.0,7.0,0.88
12.0,8.0,1.0
12.0,9.0,0.53
12.0,10.0,0.41
12.0,11.0,1.0
12.0,12.0,0.898
12.0,13.0,1.0
12.0,14.0,0.664
12.0,15.0,0.944
12.0,16.0,0.848
12.0,17.0,0.586
12.0,18.0,0.992
12.0,19.0,0.954
12.0,20.0,1.0
12.0,21.0,1.0
13.0,0.0,0.986
13.0,1.0,1.0
13.0,2.0,1.0
13.0,3.0,1.0
13.0,4.0,0.91
13.0,5.0,0.476
13.0,6.0,0.962
13.0,7.0,0.9
13.0,8.0,1.0
13.0,9.0,0.552
13.0,10.0,0.578
13.0,11.0,1.0
13.0,12.0,0.694
13.0,13.0,1.0
13.0,14.0,0.64
13.0,15.0,0.948
13.0,16.0,0.808
13.0,17.0,0.608
13.0,18.0,0.988
13.0,19.0,0.952
13.0,20.0,1.0
13.0,21.0,1.0
14.0,0.0,0.988
14.0,1.0,1.0
14.0,2.0,1.0
14.0,3.0,1.0
14.0,4.0,0.916
14.0,5.0,0.44
14.0,6.0,0.982
14.0,7.0,0.922
14.0,8.0,1.0
14.0,9.0,0.562
14.0,10.0,0.556
14.0,11.0,1.0
14.0,12.0,0.706
14.0,13.0,1.0
14.0,14.0,0.626
14.0,15.0,0.948
14.0,16.0,0.852
14.0,17.0,0.606
14.0,18.0,0.982
14.0,19.0,0.964
14.0,20.0,1.0
14.0,21.0,1.0
15.0,0.0,0.982
15.0,1.0,1.0
15.0,2.0,1.0
15.0,3.0,1.0
15.0,4.0,0.92
15.0,5.0,0.452
15.0,6.0,0.962
15.0,7.0,0.906
15.0,8.0,1.0
15.0,9.0,0.544
15.0,10.0,0.596
15.0,11.0,1.0
15.0,12.0,0.72
15.0,13.0,1.0
15.0,14.0,0.672
15.0,15.0,1.0
15.0,16.0,0.848
15.0,17.0,0.614
15.0,18.0,0.97
15.0,19.0,0.962
15.0,20.0,1.0
15.0,21.0,1.0
16.0,0.0,0.992
16.0,1.0,1.0
16.0,2.0,1.0
16.0,3.0,1.0
16.0,4.0,0.936
16.0,5.0,0.436
16.0,6.0,0.976
16.0,7.0,0.928
16.0,8.0,1.0
16.0,9.0,0.502
16.0,10.0,0.57
16.0,11.0,1.0
16.0,12.0,0.716
16.0,13.0,1.0
16.0,14.0,0.628
16.0,15.0,0.954
16.0,16.0,0.93
16.0,17.0,0.602
16.0,18.0,0.988
16.0,19.0,0.964
16.0,20.0,1.0
16.0,21.0,1.0
17.0,0.0,0.986
17.0,1.0,1.0
17.0,2.0,1.0
17.0,3.0,1.0
17.0,4.0,0.912
17.0,5.0,0.422
17.0,6.0,0.978
17.0,7.0,0.932
17.0,8.0,1.0
17.0,9.0,0.526
17.0,10.0,0.55
17.0,11.0,1.0
17.0,12.0,0.73
17.0,13.0,1.0
17.0,14.0,0.664
17.0,15.0,0.958
17.0,16.0,0.868
17.0,17.0,0.466
17.0,18.0,0.982
17.0,19.0,0.956
17.0,20.0,1.0
17.0,21.0,1.0
18.0,0.0,0.988
18.0,1.0,1.0
18.0,2.0,1.0
18.0,3.0,1.0
18.0,4.0,0.928
18.0,5.0,0.488
18.0,6.0,0.984
18.0,7.0,0.924
18.0,8.0,1.0
18.0,9.0,0.556
18.0,10.0,0.56
18.0,11.0,1.0
18.0,12.0,0.74
18.0,13.0,1.0
18.0,14.0,0.656
18.0,15.0,0.96
18.0,16.0,0.854
18.0,17.0,0.656
18.0,18.0,0.994
18.0,19.0,0.974
18.0,20.0,1.0
18.0,21.0,1.0
19.0,0.0,0.99
19.0,1.0,1.0
19.0,2.0,1.0
19.0,3.0,1.0
19.0,4.0,0.908
19.0,5.0,0.462
19.0,6.0,0.976
19.0,7.0,0.918
19.0,8.0,1.0
19.0,9.0,0.536
19.0,10.0,0.582
19.0,11.0,1.0
19.0,12.0,0.706
19.0,13.0,1.0
19.0,14.0,0.644
19.0,15.0,0.94
19.0,16.0,0.864
19.0,17.0,0.634
19.0,18.0,0.974
19.0,19.0,0.984
19.0,20.0,1.0
19.0,21.0,1.0
20.0,0.0,0.996
20.0,1.0,1.0
20.0,2.0,1.0
20.0,3.0,1.0
20.0,4.0,0.914
20.0,5.0,0.456
20.0,6.0,0.97
20.0,7.0,0.922
20.0,8.0,1.0
20.0,9.0,0.518
20.0,10.0,0.546
20.0,11.0,1.0
20.0,12.0,0.786
20.0,13.0,1.0
20.0,14.0,0.698
20.0,15.0,0.958
20.0,16.0,0.846
20.0,17.0,0.638
20.0,18.0,0.988
20.0,19.0,0.956
20.0,20.0,1.0
20.0,21.0,1.0
21.0,0.0,0.98
21.0,1.0,1.0
21.0,2.0,1.0
21.0,3.0,1.0
21.0,4.0,0.924
21.0,5.0,0.468
21.0,6.0,0.968
21.0,7.0,0.93
21.0,8.0,1.0
21.0,9.0,0.57
21.0,10.0,0.562
21.0,11.0,1.0
21.0,12.0,0.716
21.0,13.0,1.0
21.0,14.0,0.664
21.0,15.0,0.946
21.0,16.0,0.854
21.0,17.0,0.636
21.0,18.0,0.988
21.0,19.0,0.958
21.0,20.0,1.0
21.0,21.0,1.0
