Var,Factor,pd_value
11.0,8.0,1.0
11.0,9.0,0.158
11.0,10.0,0.412
11.0,11.0,0.092
11.0,12.0,0.458
11.0,13.0,0.968
11.0,14.0,0.452
11.0,15.0,0.992
11.0,16.0,0.506
11.0,17.0,0.066
11.0,18.0,0.548
11.0,19.0,0.17
11.0,20.0,0.936
11.0,21.0,1.0
12.0,0.0,0.956
12.0,1.0,0.966
12.0,2.0,0.962
12.0,3.0,1.0
12.0,4.0,0.45
12.0,5.0,0.09
12.0,6.0,0.65
12.0,7.0,0.15
12.0,8.0,1.0
12.0,9.0,0.236
12.0,10.0,0.424
12.0,11.0,0.102
12.0,12.0,0.538
12.0,13.0,0.94
12.0,14.0,0.472
12.0,15.0,0.99
12.0,16.0,0.5
12.0,17.0,0.1
12.0,18.0,0.554
12.0,19.0,0.23
12.0,20.0,0.894
12.0,21.0,1.0
13.0,0.0,0.982
13.0,1.0,0.966
13.0,2.0,0.99
13.0,3.0,1.0
13.0,4.0,0.472
13.0,5.0,0.056
13.0,6.0,0.662
13.0,7.0,0.108
13.0,8.0,1.0
13.0,9.0,0.182
13.0,10.0,0.422
13.0,11.0,0.11
13.0,12.0,0.434
13.0,13.0,0.934
13.0,14.0,0.446
13.0,15.0,0.992
13.0,16.0,0.552
13.0,17.0,0.058
13.0,18.0,0.586
13.0,19.0,0.19
13.0,20.0,0.936
13.0,21.0,1.0
14.0,0.0,0.958
14.0,1.0,0.978
14.0,2.0,0.976
14.0,3.0,1.0
14.0,4.0,0.486
14.0,5.0,0.044
14.0,6.0,0.702
14.0,7.0,0.086
14.0,8.0,1.0
14.0,9.0,0.266
14.0,10.0,0.352
14.0,11.0,0.134
14.0,12.0,0.584
14.0,13.0,0.946
14.0,14.0,0.446
14.0,15.0,0.994
14.0,16.0,0.606
14.0,17.0,0.054
14.0,18.0,0.618
14.0,19.0,0.294
14.0,20.0,0.938
14.0,21.0,1.0
15.0,0.0,0.994
15.0,1.0,0.994
15.0,2.0,0.998
15.0,3.0,1.0
15.0,4.0,0.412
15.0,5.0,0.058
15.0,6.0,0.588
15.0,7.0,0.13
15.0,8.0,1.0
15.0,9.0,0.126
15.0,10.0,0.464
15.0,11.0,0.038
15.0,12.0,0.368
15.0,13.0,0.986
15.0,14.0,0.448
15.0,15.0,1.0
15.0,16.0,0.492
15.0,17.0,0.048
15.0,18.0,0.554
15.0,19.0,0.134
15.0,20.0,0.938
15.0,21.0,1.0
16.0,0.0,0.97
16.0,1.0,0.962
16.0,2.0,0.974
16.0,3.0,1.0
16.0,4.0,0.404
16.0,5.0,0.06
16.0,6.0,0.596
16.0,7.0,0.112
16.0,8.0,1.0
16.0,9.0,0.218
16.0,10.0,0.444
16.0,11.0,0.124
16.0,12.0,0.448
16.0,13.0,0.932
16.0,14.0,0.47
16.0,15.0,0.992
16.0,16.0,0.482
16.0,17.0,0.06
16.0,18.0,0.538
16.0,19.0,0.216
16.0,20.0,0.89
16.0,21.0,1.0
17.0,0.0,0.93
17.0,1.0,0.966
17.0,2.0,0.966
17.0,3.0,1.0
17.0,4.0,0.49
17.0,5.0,0.048
17.0,6.0,0.732
17.0,7.0,0.082
17.0,8.0,1.0
17.0,9.0,0.27
17.0,10.0,0.334
17.0,11.0,0.112
17.0,12.0,0.614
17.0,13.0,0.922
17.0,14.0,0.416
17.0,15.0,0.99
17.0,16.0,0.592
17.0,17.0,0.028
17.0,18.0,0.664
17.0,19.0,0.33
17.0,20.0,0.904
17.0,21.0,1.0
18.0,0.0,0.952
18.0,1.0,0.966
18.0,2.0,0.978
18.0,3.0,1.0
18.0,4.0,0.43
18.0,5.0,0.062
18.0,6.0,0.64
18.0,7.0,0.124
18.0,8.0,1.0
18.0,9.0,0.198
18.0,10.0,0.402
18.0,11.0,0.108
18.0,12.0,0.494
18.0,13.0,0.93
18.0,14.0,0.484
18.0,15.0,0.992
18.0,16.0,0.518
18.0,17.0,0.07
18.0,18.0,0.564
18.0,19.0,0.182
18.0,20.0,0.918
18.0,21.0,1.0
19.0,0.0,0.968
19.0,1.0,0.974
19.0,2.0,0.976
19.0,3.0,0.998
19.0,4.0,0.406
19.0,5.0,0.06
19.0,6.0,0.628
19.0,7.0,0.116
19.0,8.0,0.998
19.0,9.0,0.204
19.0,10.0,0.444
19.0,11.0,0.116
19.0,12.0,0.426
19.0,13.0,0.95
19.0,14.0,0.458
19.0,15.0,0.992
19.0,16.0,0.528
19.0,17.0,0.058
19.0,18.0,0.568
19.0,19.0,0.174
19.0,20.0,0.894
19.0,21.0,0.998
20.0,0.0,0.99
20.0,1.0,0.98
20.0,2.0,0.994
20.0,3.0,1.0
20.0,4.0,0.426
20.0,5.0,0.04
20.0,6.0,0.604
20.0,7.0,0.1
20.0,8.0,1.0
20.0,9.0,0.124
20.0,10.0,0.476
20.0,11.0,0.062
20.0,12.0,0.362
20.0,13.0,0.974
20.0,14.0,0.482
20.0,15.0,0.992
20.0,16.0,0.518
20.0,17.0,0.042
20.0,18.0,0.528
20.0,19.0,0.162
20.0,20.0,0.92
20.0,21.0,1.0
21.0,0.0,0.998
21.0,1.0,0.986
21.0,2.0,0.99
21.0,3.0,1.0
21.0,4.0,0.41
21.0,5.0,0.026
21.0,6.0,0.554
21.0,7.0,0.084
21.0,8.0,1.0
21.0,9.0,0.168
21.0,10.0,0.474
21.0,11.0,0.118
21.0,12.0,0.354
21.0,13.0,0.97
21.0,14.0,0.484
21.0,15.0,1.0
21.0,16.0,0.484
21.0,17.0,0.062
21.0,18.0,0.482
21.0,19.0,0.18
21.0,20.0,0.912
21.0,21.0,1.0
